comment_text,toxic
@0beytheLAU @Huntermoore bitch you gross as fuck touchin them saggy titties,1
@0ddment I could fuck a bowl of graham cracker cereal,1
@0hallis0n bitch caught a body about a week ago. Everybody catching bullet holes.,1
@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...,0
@1000gramsBee bitch,1
@10HSW @myluca01 @DenisGorman nothing like waiting till the last game of the season to peddle it shit website #heeb,1
@10x90 @fucktyler fugly loose hoe,1
"@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.",0
@1Corinthians126 #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;,0
@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus,0
@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating,0
"@1D_NIPPLES_ bitch you fucking told me to sit in that seat and yo dumbass come again saying ""why you sitting there"" bitch #vote5sos",1
@1Josh_Warwick3 @ashleyypat17 fag,1
@1MannyOnly @iamadamg_ @JennyReyes42 bitches will be bitches.,1
@1ONLYsolo fuc her and her pussy nasty &#128534;&#128534;&#128534;,1
@1Oyster1 maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.,0
"@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes",0
@1SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death!,1
"@1SonofYahweh he aint a real nigger, oh my bad a real nigga, but praise the sonsof satan for having not a realnigger qualitaties. Im hating?",1
@1SonofYahweh no wonder you run nose first for yo real nigger &amp; white devil massah's or any man pointing at another to convince u he is less,1
"@1SonofYahweh..they cry over lost pussy, more emotional than a sissy. They get out &amp; front on hoes simple minds &amp; point brothas like me out",1
@1Starflow &#128514;&#128514;&#128514; them bitches need a tan,1
@1deep_williard @Marlin_FishyAss it was old ratchet hoes Bruh,1
@1stBlock_Rody pussy,1
@1stBlock_Rody yu ah hoe,1
@1usagrunt. I wonder what Charlie Brown would have to say about these days.,0
@2014samanthaKay good enough fag,1
@21Cvasquez little bitch your ass is getting tased when I get home,1
@22duces20 haha still a little bitch though &#128517;,1
@253hippy Bc she's a cunt hoe bag,1
@2ANow She looks like a plastic monkey doll!,0
@2LEGIT4that Lmao &#9995; Excuse me bitch?I am not Soundcloud,1
@2LEGIT4that go be cunt somewhere else,1
@2ManyLouboutins @moneydriven stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.,1
@2sassymom so glad you did this! I'm still trying to figure out emoticons on this damn Motorola to give that bitch the finger.,1
@2trippymcneely if it's trash I'm kickin yo ass,1
@37738921 reminds me of Oreos lmao,0
@3CarryOnItems all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well. @Lex_Gracie,1
@40oz_VAN IYCMI. I can't get any work done if you keep showin off your bitches.,1
@44BINKO ima act like I hit that hoe then pass it like I was earlier,1
@4C_Ryan fag rhymes with gag.,1
@5Dimes fuck you tony...you greaseball piece of shit-,1
"@7aidualc9 u said ""@ me hoe"" &#128514;&#128514;&#128514; so I did...",1
@808NoHeartBreak hoes,1
@A875Silva @jezzzz_ if she do then she gone die too I ain't playin dawg bitches gone be ruthless then I will be too! &#128175;&#128170;&#128074;,1
@AARONCARTER push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy,1
@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole,0
@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day,0
@ACMobbDeep @madsbennett yeah I run over squirrels and coons,0
@AC_Hussle bitches are hoes don't be surprised,1
@AGreasyMonkey @Huntermoore faggot,1
"@AJ0427 @AshActually Hey, I don't always go there. Sometimes, these three crazy bitches and one suave MFer trick me into going with them",1
@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;,0
@ALaQuannD what you laughing at hoe,1
@ALatrice16 beautiful bride... Tell Erica congrats if she remembers a nig...,1
"@APrivilege lmao.. Brutal for the nigs who can't get jobs, lol..",1
"@ASAP_RocKI_ @HuhWhatsACondom *sighs* 1. Not a bitch. I'm a woman. LEARN THE DIFFERENCE. 2. I KNOW I'm fat. 3. It's called a scarf, dumbass.",1
"@ASipOf_Mocha Dr. Phil, I'm having trouble figuring out what my fat ass wants to eat, where are the drinks and the bitches?",1
@ASourAppleTree Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.,0
@A_Brown_30 and I just cleaned the entire fucking weight room. Looked like a tornado went through this bitch.C'mon franklin @Franklin_Probs,1
@A_Little_Wicked that's not ghetto. That's sweet and a movie quote. Try again,0
@A_M_Perez they are little bitches when they are proven wrong. #MomsDemand #gunsense,1
@AaronKeplin shut up bitch,1
@Abel312_ @Cuauhtli02 bruh I'm under 2 blankets like a bitch right now,1
@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts,0
@AbrehamDadi no bitch,1
@AbstractLife man too much damn giggling was going. He was offering $40 tips and shit. Lol think I even heard the bitch spit a couple times,1
@AbstractLife two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before Santos won the game.,1
@AbstractLife yeah. can't lie tho spitting on a cop car right with their bitch ass in it feels damn good.,1
@AbusiveMen You're a fucking pussy,1
@AcaciaBrinley crusty hoe,1
@AceAlford_23 double up on this game bitch,1
"@AceHudsonJr bitches tryna take all my money, g.",1
"@AceWuzHere why you talking to me at 5, almost 6am. We ain&#8217;t friends, pussy.",1
@ActaBunniFooFoo I like my gross yellow heat lamps. Why?,0
@ActuarialReport We've tried. Each time we go he just sits there in silence and I cry like a bitch and sweat.,1
@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue,0
"@AdamBaldwin Really?? Bro, that retard @SenTedCruz even missed the point of GreenEggs&amp;Ham! It means don't knock it til ya try it!",1
"@AdamHarmon @JeffJeffAllen Yeah tht a bitch, we ain't gay Brah. Chill",1
@AdamSchein @TheMayorMatt I may have just cried a tad #illmissu shiner,0
"@Adogg_34 RT @jb_barker10: Snapchat got hacked, all of you hoes about to have some explaining to do http://t.co/tworXRoJEI",1
@Adolfhibsta I've seen a number of bitches on here say there's no such thing as loose pussy lol. Ok,1
@Adrian1_knowsu &#9757;&#65039;no ghetto names &#128581;,0
@Adrian1_knowsu nigglet &#128530;&#128536;,1
"@AidaApple14 imma bitch i know , leave me alone",1
@AirSimba9 I don't be on the hoes but these hoes on my snapchat,1
@Air_Zeke_12 hell yeah I got bokoo hoes when I had my fro,1
"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!",0
@AlanMilner @Morning_Joe AlQueda doesn't use cell phones or the internet? Wow you #teabaggers are stupid,1
@Alan_Casillas bitches or wat,1
@Alan_Casillas haha shit niggah i wish,1
@Alan_Casillas lol bitches from riverside to LA ahah,1
@Alan_Casillas nah i thought u had to bitches lol didnt know peters girl was one of them lmao,1
@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool,1
@AleeeD_ bitch who do u love,1
@Alejandro_Bihhh @CapoDaAssHole I was texting a bitch,1
@Alejandro_Bihhh @CapoDaAssHole I'm on this hoe like this every night just be tweeting bullshit,1
@Alejandro_Bihhh @CapoDaAssHole lol cause these hoes love me,1
@Alejandro_Bihhh @CapoDaAssHole so y'all niggaz ain't never listen to no slow shit with a bitch,1
@Alejandro_Bihhh lmaoooo hell naw bro I be up i haven't seen that hoe,1
@Alejandro_Bihhh lol I was bout to say. Shit income tax in I'm Tryna find me a bitch for a couple weeks,1
